Title;Artist;Year;Duo;Explicit;"Date Added"
"Long Trip Alone";"Dierks Bentley";2007;0;0;2011-09-23
"Long Way 2 Go";Cassie;2006;0;0;2013-07-24
"Long Way Around";"Eagle-Eye Cherry";2000;0;0;2013-12-04
"Long Way To Go";"Alan Jackson";2011;0;0;2012-01-17
"Long Way To Happy";Pink;2006;0;0;2012-08-15
Longer;"Dan Fogelberg";1980;0;0;2011-05-31
"Longfellow Serenade";"Neil Diamond";1974;0;0;2011-09-21
"Look After You";"The Fray";2007;0;0;2011-05-31
"Look Around";"Red Hot Chili Peppers";2011;0;0;2012-04-10
"Look At Little Sister";"Stevie Ray Vaughan";1985;0;0;2014-02-13
"Look At Me";"Carrie Underwood";2009;0;0;2011-05-30
"Look At Me, I'm Sandra Dee";Grease;1978;0;0;2011-05-31
"Look At Miss Ohio";"Miranda Lambert";2011;0;0;2013-06-03
"Look At Us";"Sarina Paris";2001;0;0;2012-02-09
"Look At Yourself";"Uriah Heep";1971;0;0;2012-02-13
"Look Back In Anger";"David Bowie";1979;0;0;2013-01-31
"Look For Me";Chipmunk;2009;0;0;2013-12-03
"Look Good In Leather";"Cody ChesnuTT";2002;0;0;2012-06-14
"Look In My Eyes Pretty Woman";"Tony Orlando And Dawn";1975;0;0;2011-11-16
"Look It Up";"Ashton Shepherd";2011;0;0;2013-04-29
"Look Right Through";"Storm Queen";2010;0;0;2014-01-26
"Look What You've Done";Jet;2003;0;0;2011-12-30
"Look What You've Done For Me";"Al Green";1972;0;0;2012-06-28
"Look What You've Done To Me";"Boz Scaggs";1980;0;0;2012-07-12
"Look Who's Dancing";"Ziggy Marley and the Melody Makers";1991;0;0;2011-08-29
"Lookin' At Me";Mase;1998;0;0;2013-12-05
"Lookin' For A Good Time";"Lady Antebellum";2008;0;0;2011-05-30
"Lookin' For Love";"Johnny Lee";1980;0;0;2012-02-07
"Lookin' Out My Back Door";"Creedence Clearwater Revival";1970;0;0;2012-04-29
"Looking For A Fox";"Blues Brothers 2000";1998;1;0;2014-05-03
"Looking For A Place To Shine";Nashville;2013;0;0;2013-07-04
"Looking For Freedom";"David Hasselhoff";1989;0;0;2011-10-31
"Looking For Space";"John Denver";1975;0;0;2013-07-01
"Looking For The Summer";"Chris Rea";1991;0;0;2012-09-26
"Looking Through Patient Eyes";"P.M. Dawn";1993;0;0;2013-11-29
"Looking Through Your Eyes";"LeAnn Rimes";1998;0;0;2011-07-09
"Looking Up";"Michelle Gayle";1993;0;0;2012-06-01
"Looks Like We Made It";"Barry Manilow";1977;0;0;2013-03-06
Loomer;"My Bloody Valentine";1991;0;0;2012-01-10
"Loop naar het licht";"Los Angeles The Voices";2011;0;0;2012-08-14
"Lord Help Me Be The Kind Of Person";"The Bellamy Brothers";2009;0;0;2013-04-26
"Lord I Don't Know";Newsboys;2003;0;0;2012-06-04
"Lord I Lift Your Name On High";"Gospel Singer";2005;0;0;2011-05-30
"Los Angeles";"Frank Black";1993;0;0;2012-03-11
"Los Angeles Eldorado";"Claude Nougaro";1988;0;0;2013-07-12
"Los van de grond";"Jeroen van der Boom";2011;1;0;2013-09-23
"Lose It";"Ben L'Oncle Soul";2010;0;0;2011-05-31
"Lose To Win";Fantasia;2013;0;0;2013-09-05
"Lose Yourself To Dance";"Daft Punk";2013;0;0;2013-07-30
Loser;Beck;1993;0;0;2012-02-14
Loser;"3 Doors Down";2001;0;0;2013-01-30
"Loser Like Me";Glee;2011;0;0;2011-06-30
Losers;"Robbie Williams";2012;1;0;2012-12-12
"Losing Grip";"Avril Lavigne";2002;0;0;2011-05-30
"Losing Sleep";"John Newman";2013;0;0;2014-05-13
Lost;"Michael Bublé";2007;0;0;2008-08-18
Lost;"Katy Perry";2009;0;0;2011-05-30
Lost;Anouk;2004;0;0;2011-05-31
Lost;"Faith Hill";2007;0;0;2011-05-30
"Lost & Found";"Lianne La Havas";2012;0;0;2013-02-17
"Lost And Found";Gabin;2010;0;0;2011-05-31
"Lost In America";"Alice Cooper";1986;0;0;2012-05-25
"Lost In Love";"Air Supply";1980;0;0;2011-10-20
"Lost In Music";"Sister Sledge";1979;0;0;2011-05-30
"Lost In Paradise";Rihanna;2012;0;1;2013-02-08
"Lost In Paradise";Evanescence;2011;0;0;2012-12-11
"Lost In The Fifties Tonight (In The Still Of The Night)";"Ronnie Milsap";1985;0;0;2014-05-09
"Lost In This Moment";"Big & Rich";2007;0;0;2008-08-22
"Lost My Faith";Seal;1999;0;0;2013-12-07
"Lost Without U";"Robin Thicke";2006;0;0;2011-05-31
"Lost Without You";"Delta Goodrem";2003;0;0;2011-05-31
"Lost Without You";"Jaci Velasquez";2003;0;0;2013-12-06
"Lost You Anyway";"Toby Keith";2009;0;0;2011-11-09
"Lot Of Leavin' Left To Do";"Dierks Bentley";2005;0;0;2012-02-07
Loud;"Shannon Noll";2007;0;0;2013-12-06
Louder;"DJ Fresh";2011;0;0;2011-12-26
"Louie, Louie";"The Kingsmen";1963;0;0;2011-05-31
"Louisiana Mama";"Gene Pitney";1962;0;0;2012-03-30
"Louisiana Moon";Alabama;1985;0;0;2012-09-16
"Louisiana Saturday Night";"Mel McDaniel";1981;0;0;2012-08-20
"Louisiana Saturday Night";"Robert Mizzell";2007;0;0;2014-01-11
"Loungin' (Who Do Ya Luv Remix)";"LL Cool J";1996;0;0;2013-12-03
Love;Sugarland;2008;0;0;2011-05-31
Love;"Musiq Soulchild";2000;0;0;2013-10-16
Love;"John Lennon";1982;0;0;2012-01-22
"Love Ain't No Stranger";Whitesnake;1984;0;0;2012-07-30
"Love And Happiness";"Al Green";1972;0;0;2012-05-15
"Love And Marriage";"Frank Sinatra";1953;0;0;2012-01-11
"Love And Understanding";Cher;1990;0;0;2011-05-31
"Love And War";"Tamar Braxton";2012;0;0;2013-04-07
"Love At First Sight";"Kylie Minogue";1988;0;0;2012-02-10
"Love Ballad";LTD;1976;0;0;2011-05-31
"Love Bites (So Do I)";Halestorm;2012;0;0;2013-01-21
"Love By Grace";"Lara Fabian";2000;0;0;2007-05-04
"Love Calls";Kem;2003;0;0;2013-10-31
"Love Can Be So Cold";"George Duke";1995;0;0;2011-11-09
"Love Can Build A Bridge";"The Judds";1990;0;0;2007-06-11
"Love Child";"The Supremes";1968;0;0;2011-05-30
"Love Comes";Bananarama;2009;0;0;2012-02-13
"Love Comes Quickly";"Pet Shop Boys";1986;0;0;2014-02-13
"Love Don't Die";"The Fray";2013;0;0;2014-02-17
"Love Don't Let Me Go";"David Guetta";2002;0;0;2011-05-30
"Love Don't Live Here";"Lady Antebellum";2007;0;0;2011-10-03
"Love Don't Live Here Anymore";Madonna;1984;0;0;2011-05-31
"Love Don't Live Here Anymore";"Rose Royce";1978;0;0;2012-11-19
"Love Don't Love Me";"Eric Benet";2001;0;0;2013-10-09
"Love Done Gone";"Billy Currington";2010;0;0;2011-05-31
"Love Drunk";"Boys Like Girls";2009;0;0;2013-12-03
"Love etc.";"Pet Shop Boys";2009;0;0;2013-08-20
"Love Foolosophy";Jamiroquai;2002;0;0;2012-09-14
"Love For A Child";"Jason Mraz";2008;0;0;2011-05-30
"Love For Sale";"Ella Fitzgerald";1956;0;0;2013-03-29
"Love For Sale";"Billie Holiday";1945;0;0;2013-02-18
"Love Game";"Lady GaGa";2009;0;0;2011-05-30
"Love Games";"The Mighty Boosh";2005;0;0;2012-05-04
"Love Games";"Level 42";1981;0;0;2013-01-11
"Love Generation";"Bob Sinclar";2005;0;0;0000-00-00
"Love Goes On";"The Common Linnets";2014;0;0;2014-06-23
"Love Grows (Where My Rosemary Goes)";"Edison Lighthouse";1972;0;0;2012-02-07
"Love Gun";Kiss;1977;0;0;2014-06-30
"Love Hangover";"Diana Ross";1976;0;0;2011-05-31
"Love Her Madly";"The Doors";1971;0;0;2011-12-18
"Love How It Hurts";"Scouting for Girls";2011;0;0;2011-12-04
"Love How You Love Me";"Melanie Thornton";2000;0;0;2013-07-25
"Love Hurts";Cher;1990;0;0;2011-05-31
"Love Hurts";Incubus;2008;0;0;2011-05-31
"Love Hurts";Nazareth;1972;0;0;2011-05-30
"Love In An Elevator";Aerosmith;1989;0;0;2011-05-31
"Love In The First Degree";Alabama;1981;0;0;2011-05-30
"Love In This Club";"The Baseballs";2009;0;0;2011-05-30
"Love In This Club";Usher;2008;0;0;2011-05-31
"Love Is";"Alannah Myles";1989;0;0;2011-05-31
"Love Is";"Katrina Elam";2006;0;0;2011-05-30
"Love Is";"Vanessa Williams";1992;1;0;2007-05-11
"Love Is A Battlefield";"Pat Benatar";1983;0;0;2011-12-15
"Love Is A Hurricane";Boyzone;2010;0;0;2011-05-30
"Love Is a Losing Game";"Amy Winehouse";2007;0;0;2008-08-27
"Love Is A Losing Game (Acoustic)";"Amy Winehouse";2008;0;0;2013-11-22
"Love Is A Many Splendored Thing";"Engelbert Humperdinck";1968;0;0;2013-10-08
"Love Is A Many Splendored Thing";"Frank Sinatra";1960;0;0;2014-02-13
"Love Is A Shield";Camouflage;1989;0;0;2013-11-09
"Love Is A Wonderful Thing";"Michael Bolton";1991;0;0;2012-01-31
"Love Is All";"Florabelle et la Mushroom Family";2007;0;0;2011-05-30
"Love Is All";"Roger Glover and The Butterfly Ball";1974;0;0;2011-05-30
"Love Is All Around";"Pat Williams";1970;0;0;2012-04-02
"Love Is All Around";"Wet Wet Wet";1994;0;0;2011-11-21
"Love Is All That Matters";"Eric Carmen";1977;0;0;2014-03-05
"Love Is All We Need";"Céline Dion";2003;0;0;2011-05-31
"Love Is An Open Door";Frozen;2013;1;0;2014-03-31
"Love Is Blind";"Alicia Keys";2009;0;0;2011-05-31
"Love Is Christmas";"Sara Bareilles";2011;0;0;2013-11-26
"Love Is Easy";McFly;2012;0;0;2012-11-24
"Love Is Gone";"David Guetta";2007;0;0;2011-05-31
"Love Is Here To Stay";"Frank Sinatra";1955;0;0;2011-05-31
"Love Is In The Air";"John Paul Young";1975;0;0;2008-01-16
"Love Is In The Air";"Tom Jones";1979;0;0;2012-09-12
"Love Is In Your Eyes";"Gerard Joling";1985;0;0;2011-05-31
"Love Is Like Oxygen";Sweet;1978;0;0;2011-05-30
"Love Is Looking For You";"Miranda Lambert";2005;0;0;2011-05-31
"Love Is Strange";"Mickey & Sylvia";1957;1;0;2011-07-20
"Love Is Sweeping The Country";"1930s Standards";1931;0;0;2011-05-31
"Love Is The Drug";"Roxy Music";1975;0;0;2011-05-31
"Love Is What You Make Of It";Maude;2013;0;0;2013-09-10
"Love Is Wicked";"Brick & Lace";2007;0;0;2011-05-31
"Love It When You Call";"The Feeling";2006;0;0;2013-12-09
"Love Land";"Martina McBride";2007;0;0;2011-10-20
"Love Letters";"Alison Moyet";1987;0;0;2012-09-21
"Love Letters";"Elvis Presley";1968;0;0;2011-05-31
"Love Letters";"Ketty Lester";1962;0;0;2012-03-07
"Love Letters";"Miranda Lambert";2007;0;0;2011-05-31
"Love Letters In The Sand";"Pat Boone";1957;0;0;2011-07-07
"Love Like Crazy";"Lee Brice";2009;0;0;2012-05-15
"Love Like This";"Natasha Bedingfield";2007;0;0;2008-05-06
"Love Long Distance";"The Gossip";2009;0;0;2012-02-22
"Love Love";"Take That";2011;0;0;2011-07-09
"Love Machine";"Girls Aloud";2004;0;0;2011-05-30
"Love Me";"Elvis Presley";1956;0;0;2011-12-04
"Love Me";"Justin Bieber";2009;0;0;2011-05-30
"Love Me";"Lena Meyer-Landrut";2010;0;0;2011-09-03
"Love Me";"Tracie Spencer";1991;0;0;2012-02-07
"Love Me (Live Aloha from Hawaii)";"Elvis Presley";1973;0;0;2012-11-22
"Love Me Again";"John Newman";2013;0;0;2013-07-18
"Love Me Do";"The Beatles";1962;0;0;2011-05-31
"Love Me Just A Little Bit More";"Dolly Dots";1984;0;0;2011-05-30
"Love Me Like A Man";"Bonnie Raitt";1972;0;0;2012-03-21
"Love Me Like A River Does";"Melody Gardot";2006;0;0;2011-05-31
"Love Me Or Leave Me";"Lena Horne";1957;0;0;2011-05-31
"Love Me Or Leave Me";"Nina Simone";2000;0;0;2011-05-30
"Love Me Sexy";Semi-Pro;2008;0;1;2011-10-31
"Love Me Tender";"Norah Jones";2004;0;0;2011-05-30
"Love Me Tender";"Elvis Presley";1956;0;0;2007-05-04
"Love Me Tender (Live)";"Elvis Presley";1970;0;0;2007-09-03
"Love Me Tender (Viva Elvis)";"Elvis Presley";2010;1;0;2012-11-06
"Love Me Tomorrow";Chicago;1982;0;0;2011-12-09
"Love Me Tonight";"Tom Jones";1967;0;0;2013-07-16
"Love Me Tonight (Turn Out The Lights)";"Derek Ryan";2013;0;0;2014-01-11
"Love Me Two Times";"The Doors";1967;0;0;2011-12-11
"Love Me With All Your Heart";"1960s Standards";1964;0;0;2011-05-30
"Love Me, Please Love Me";"Michel Polnareff";1966;0;0;2012-09-11
"Love Needs A Holiday";"Reba McEntire";2006;0;0;2011-12-04
"Love Never Dies";"Love Never Dies";2010;0;0;2014-05-20
"Love Never Felt So Good";"Michael Jackson";2014;1;0;2014-06-14
"Love Of A Lifetime";Firehouse;1991;0;0;2011-07-27
"Love Of My Life";"Jim Brickman";1999;0;0;2007-05-04
"Love Of My Life";"Sammy Kershaw";1997;0;0;2011-10-21
"Love of My Life";"Carly Simon";1992;0;0;2014-04-22
"Love Of My Life";"Brian McKnight";2001;0;0;2012-10-26
"Love Of My Life";Queen;1975;0;0;2011-05-30
"Love Of The Common People";"Paul Young";1982;0;0;2014-05-30
"Love On A Two-Way Street";"The Moments";1977;0;0;2011-09-22
"Love On The Rocks";"Neil Diamond";1980;0;0;2007-06-26
"Love On The Rocks";"Sara Bareilles";2008;0;0;2011-05-31
"Love Potion No. 9";"The Searchers";1963;0;0;2014-07-16
"Love Potion No. 9";"The Clovers";1959;0;0;2012-10-15
"Love Really Hurts Without You";"Billy Ocean";1975;0;0;2012-04-13
"Love Rollercoaster";"Red Hot Chili Peppers";1996;0;0;2012-02-13
"Love Runs Out";OneRepublic;2014;0;0;2014-06-23
"Love Shack";"The B-52's";1989;0;0;2012-01-31
"Love So Beautiful";"Michael Bolton";1992;0;0;2014-05-12
"Love Somebody";"Rick Springfield";1984;0;0;2011-11-09
"Love Somebody";"Maroon 5";2012;0;0;2012-11-12
"Love Song";311;2004;0;0;2013-01-10
"Love Song";Pink;2003;0;0;2013-08-18
"Love Song";"Miranda Lambert";2009;0;0;2011-05-30
"Love Song";"Sara Bareilles";2007;0;0;2008-04-24
"Love Stinks";"J. Geils Band";1980;0;0;2011-10-14
"Love Story";Indila;2014;0;0;2014-04-14
"Love Story";"Taylor Swift";2008;0;0;2011-05-30
"Love Story";"Katharine McPhee";2007;0;0;2011-05-30
"Love Struck Baby";"Stevie Ray Vaughan";1983;0;0;2014-06-28
"Love Suggestions";"Will Downing";2009;0;0;2011-08-29
"Love Survives";"Irene Cara";1989;1;0;2013-11-28
"Love T.K.O.";"Teddy Pendergrass";1980;0;0;2011-05-31
"Love Tattoo";"Imelda May";2008;0;0;2012-05-13
"Love The Way You Lie";Eminem;2010;1;1;2011-11-02
"Love The Way You Lie (Part II)";Rihanna;2010;0;1;2011-05-30
"Love The Way You Lie (piano version)";Rihanna;2010;0;0;2011-05-31
"Love This Pain";"Lady Antebellum";2010;0;0;2011-05-30
"Love To Love You Baby";"Donna Summer";1975;0;0;2011-05-31
"Love Today";Mika;2007;0;0;2007-09-04
"Love Train";"The O'Jays";1972;0;0;2011-05-30
"Love Triangle";"Diana King";1995;0;0;2012-06-06
"Love Truth and Honesty";Bananarama;1988;0;0;2013-07-25
"Love Walked In";"1960s Standards";1960;0;0;2011-08-20
"Love Will Find A Way";"Pablo Cruise";1978;0;0;2011-10-31
"Love Will Keep Us Alive";"The Eagles";1994;0;0;2011-05-31
"Love Will Keep Us Alive";"Paul Carrack";2006;0;0;2013-02-27
"Love Will Keep Us Together";"Captain and Tennille";1972;0;0;2007-09-12
"Love Will Never Do";"Janet Jackson";1999;0;0;2013-03-08
"Love Will Never Ever Die";"Peace Train";1989;0;0;2013-11-29
"Love Will Remember";"Selena Gomez";2013;0;0;2014-01-14
"Love Will Save The Day";Boyzone;2013;0;0;2014-02-13
"Love Will Set You Free";"Engelbert Humperdinck";2012;0;0;2012-05-22
"Love Will Tear Us Apart";"Joy Division";1980;0;0;2012-05-12
"Love Without Tragedy / Mother Mary";Rihanna;2012;0;0;2013-02-12
"Love Won't Let Me";"Tammy Cochran";2002;0;0;2012-01-05
"Love Won't Let Me Wait";"Luther Vandross";1974;0;0;2011-12-21
"Love You Anyway";Boyzone;2008;0;0;2013-03-12
"Love You I Do";Dreamgirls;2006;0;0;2012-01-24
"Love You Like A Love Song";"Selena Gomez";2011;0;0;2011-11-16
"Love You More";Racoon;2005;0;0;2011-05-30
"Love You When I'm Drunk";Mika;2012;0;0;2013-03-13
"Love Your Memory";"Miranda Lambert";2005;0;0;2011-05-31
"Love's About to Change My Heart";"Donna Summer";1989;0;0;2012-05-21
"Love's About To Change My Mind";"Jon Secada";2001;0;0;2012-03-07
"Love's Divine";Seal;2003;0;0;2011-05-31
"Love's Gonna Live Here";"Derek Ryan";2012;0;0;2013-12-08
"Love's Gonna Live Here";"Buck Owens";1963;0;0;2013-09-10
"Love's Gonna Make It Alright";"George Strait";2011;0;0;2013-03-12
"Love's Holiday";"Earth, Wind & Fire";1978;0;0;2012-10-04
"Love's In Need Of Love Today";"Stevie Wonder";1976;0;0;2011-10-14
"Love's Lookin' Good On You";"Lady Antebellum";2009;0;0;2011-05-30
"Love's Taken Over";"Chanté Moore";1992;0;0;2011-09-06
"Love, Love, Love";"James Blunt";2008;0;0;2011-05-30
"Love, Me";"Collin Raye";1990;0;0;2011-05-30
Lovebug;"Jonas Brothers";2008;0;0;2011-05-30
Lovecats;"Paul Anka";2005;0;0;2011-11-25
"Loved by a Workin' Man";"Pistol Annies";2013;0;0;2013-09-05
"Loved Me Back To Life";"Céline Dion";2013;0;0;2013-10-16
Lovefool;"The Cardigans";1996;0;0;2007-05-31
Lovelight;"Robbie Williams";2006;0;0;2011-07-16
"Lovely Day";"Bill Withers";1977;0;0;2011-05-31
"Lover Boy";Supertramp;1977;0;0;2011-05-30
"Lover Come Back To Me";"1920s Standards";1928;0;0;2011-05-31
"Lover For Life";"Whitney Houston";1992;0;0;2011-10-23
"Lover Of Mine";"Alannah Myles";1989;0;0;2013-03-04
"Lover Undercover";"Melody Gardot";2010;0;0;2011-05-31
"Lover, Lover";"Jerrod Niemann";2010;0;0;2011-05-30
"Lover, You Should've Come Over";"Jeff Buckley";1994;0;0;2012-08-15
Lovergirl;"Teena Marie";1984;0;0;2014-01-18
"Lovers Live Longer";"The Bellamy Brothers";1980;0;0;2013-01-29
"Lovesick Blues";"LeAnn Rimes";1999;0;0;2012-05-14
"Lovesick Blues";"Patsy Cline";1960;0;0;2013-04-07
Lovesong;"The Cure";1989;0;0;2013-08-07
Lovesong;Adele;2011;0;0;2011-10-12
"Lovin' All Night";"Rodney Crowell";1992;0;0;2012-04-17
"Lovin' All Night";"Patty Loveless";2003;0;0;2011-12-26
"Lovin' Her Was Easier";"Tompall & The Glaser Brothers";1981;0;0;2011-08-16
"Lovin' Whiskey";Anouk;2003;0;0;2011-05-31
"Lovin' You";"Minnie Riperton";1975;0;0;2007-08-31
"Lovin' You Is Fun";"Easton Corbin";2012;0;0;2012-11-16
"Lovin', Touchin', Squeezin'";Journey;1979;0;0;2013-02-11
"Loving Her Was Easier (Than Anything I'll Ever Do Again)";"Kris Kristofferson";1971;0;0;2011-06-09
"Loving The Sound";"The Overtones";2012;0;0;2013-05-30
"Loving You";"Matt Cardle";2013;1;0;2013-11-05
"Loving You";"The Mavericks";1995;0;0;2013-02-04
"Loving You";"Paolo Nutini";2006;0;0;2013-02-20
"Loving You";"Alicia Keys";2003;0;0;2011-05-31
"Loving You";"Elvis Presley";1957;0;0;2011-07-20
"Loving You Is Killing Me";"Aloe Blacc";2011;0;0;2011-07-08
"Loving You Makes Me A Better Man";"Hal Ketchum";2001;0;0;2013-08-18
Low;"Sara Evans";2008;0;0;2011-05-30
Low;"Flo Rida";2007;0;0;2008-07-17
Low;"Kelly Clarkson";2003;0;0;2011-07-02
"Low Budget";"The Kinks";1979;0;0;2012-02-09
"Low Hangin' Fruit";"Tenacious D";2012;0;0;2012-08-15
"Low Rider";War;1975;0;0;2011-10-16
Lowdown;"Boz Scaggs";1976;0;0;2013-09-27
"Luce (Tramonti a nord est)";Elisa;2001;0;0;2012-10-24
Lucie;"Pascal Obispo";1996;0;0;2011-05-31
Lucie;"Daniel Balavoine";1978;0;0;2013-11-25
Lucille;"Kenny Rogers";1977;0;0;2011-05-30
Lucille;"Little Richard";1957;0;0;2012-04-20
Lucille;"The Everly Brothers";1960;0;0;2013-05-08
Lucille;"Waylon Jennings";1983;0;0;2012-01-09
"Luck Be A Lady";"Frank Sinatra";1960;0;0;2013-02-16
Lucky;"Jason Mraz";2009;1;0;2011-05-31
"Lucky 4 You (Tonight I'm Just Me)";SHeDAISY;1999;0;0;2013-04-24
"Lucky Lips";"Ruth Brown";1957;0;0;2012-02-09
"Lucky Lips";"Cliff Richard";1963;0;0;2012-08-16
"Lucky Man";"The Verve";1997;0;0;2011-05-31
"Lucky Man";"Montgomery Gentry";2007;0;0;2012-01-31
"Lucky Ones";"Lana Del Rey";2012;0;0;2014-01-14
"Lucky Strike";"Maroon 5";2012;0;0;2012-11-28
"Lucretia Mac Evil";"Blood, Sweat And Tears";1970;0;0;2012-10-09
"Lucy In The Sky With Diamonds";"The Beatles";1967;0;0;2011-12-26
"Lucy In The Sky With Diamonds";"Elton John";1975;0;0;2013-01-10
Lullaby;"The Cure";1989;0;0;2014-04-01
"Lullaby (Rock-a-bye)";"Shawn Mullins";1998;0;0;2011-10-08
"Lullaby Of Birdland";"1950s Standards";1952;0;0;2011-10-04
"Lullaby Of Birdland";"Ella Fitzgerald";1954;0;0;2011-05-30
"Lullaby Of Broadway";"Doris Day";1951;0;0;2011-08-26
"Lullaby Of Broadway";"The Popettes";1935;0;0;2011-10-14
"Lullaby Of Broadway";"42nd Street";1935;0;0;2007-06-01
"Lullabye (Goodnight, My Angel)";"Billy Joel";1993;0;0;2011-05-30
"Lumi Teki Enkelin Eteiseen";Hector;2005;0;0;2012-03-21
"Lush Life";"Natalie Cole";1991;0;0;2011-08-08
"Luv 4 Luv";"Robin S.";1993;0;0;2012-03-05
"Luv Lies";Aerosmith;2001;0;0;2013-08-25
"Lydia the Tattooed Lady";"Groucho Marx";1939;0;0;2011-05-31
"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off";"Panic At The Disco";2006;0;0;2013-11-28
M.T.A.;"The Kingston Trio";1962;0;0;2011-05-31
"Ma Baker";"Boney M";1977;0;0;2011-05-31
"Ma bataille";"Adam & Eve";2011;1;0;2012-02-07
"Ma bonne étoile";"Joe Dassin";1968;0;0;2011-05-30
"Ma chérie, c'est moi";"Johnny Hallyday";1975;0;0;2011-11-25
"Ma chouette";"Lynda Lemay";1999;0;0;2011-09-20
"Ma fille";"Isabelle Boulay";2003;0;0;2012-02-13
"Ma fille";"Serge Reggiani";1971;0;0;2011-05-31
"Ma liberté";"Serge Reggiani";1979;0;0;2013-07-16
"Ma liberté";"Chimène Badi";2011;0;0;2013-07-16
"Ma liberté";"Georges Moustaki";1970;0;0;2013-09-27
"Ma liberté de penser";"Florent Pagny";2003;0;0;2013-09-26
"Ma lycéenne";"Philippe Chatel";1979;0;0;2012-05-09
"Ma p'tite folie";"Line Renaud";1952;0;0;2011-11-25
"Ma petite entreprise";"Alain Bashung";1994;0;0;2012-05-10
"Ma philosophie";"Amel Bent";2004;0;0;2012-01-25
"Ma plus belle déception";"Lynda Lemay";2002;0;0;2011-09-20
"Ma pomme";"Maurice Chevalier";1936;0;0;2014-03-13
"Ma préférence";"Julien Clerc";1978;0;0;2011-05-31
"Ma révérence";"Véronique Sanson";1979;0;0;2014-07-07
"Ma solitude";"Georges Moustaki";1969;0;0;2013-07-16
"Ma solitude";"Serge Reggiani";1979;0;0;2013-07-16
"Ma vie c'est un manège";Nicoletta;1970;0;0;2011-06-28
"Ma vie est une larme";"Christophe Maé";2007;0;0;2011-06-17
"Maak Je Move";"Monique Smit";2010;0;0;2013-05-24
"Maak me gek";"Gerard Joling";2007;0;0;2012-12-05
"Maar toch blijf jij me trouw";"Django Wagner";2010;0;0;2013-05-30
Macarena;"Children's Chorus";1995;0;0;2013-11-27
Macarena;"Los Del Rio";1994;0;0;2011-05-31
"Macarena (Spanish Version)";"Los Del Rio";1995;0;0;2014-04-24
"MacArthur Park";"Richard Harris";1968;0;0;2011-05-31
"MacArthur Park";"Donna Summer";1978;0;0;2011-05-31
"Machine Gun Blues";"Social Distortion";2010;0;0;2011-10-08
Machinehead;Bush;1996;0;0;2012-02-13
"Macho Man";"Village People";1978;0;0;2011-05-30
"Mack The Knife";"Bobby Darin";1959;0;0;2007-05-31
"Mack The Knife";"Brian Setzer";2000;0;0;2011-11-30
"Mack The Knife";"Frank Sinatra";1994;1;0;2011-05-30
"Mack The Knife";"Michael Bublé";2000;0;0;2011-05-30
"Mack The Knife";"Robbie Williams";2002;0;0;2012-01-10
"Mack The Knife";"Ella Fitzgerald";1960;0;0;2011-11-17
"Mackie Messer";"Hildegard Knef";1963;0;0;2013-05-21
Macumba;"Jean-Pierre Mader";1984;0;0;2011-05-30
"Mad About The Boy";"Dinah Washington";1961;0;0;2012-08-15
"Mad About You";Sting;1991;0;0;2013-05-21
"Mad About You";Hooverphonic;2000;0;0;2011-05-31
"Mad Issues";"Angie Stone";2001;0;0;2011-12-26
"Mad World";"Adam Lambert";2009;0;0;2011-05-30
"Mad World";"Tears For Fears";1982;0;0;2012-07-26
"Mad World";"Michael Andrews";2002;0;0;2011-10-28
"Madame rêve";"Alain Bashung";1991;0;0;2012-05-04
"Madan (Exotic Disco Edit)";"Martin Solveig";2004;0;0;2012-02-02
"Made For Lovin' You";Anastacia;2001;0;0;2013-06-17
"Made In India";"Alisha Chinai";1996;0;0;2013-02-25
"Made In India (Indian Vocals)";"Alisha Chinai";1996;0;0;2013-02-25
"Made In The USA";"Demi Lovato";2013;0;0;2013-07-01
"Made Of Gold";"Derek Ryan";2011;0;0;2013-11-22
"Made To Love";"John Legend";2013;0;0;2014-02-13
Madeleine;"Jacques Brel";1962;0;0;2013-03-26
Mademoiselle;Berry;2009;0;0;2012-05-12
Mademoiselle;"Zaza Fournier";2008;0;0;2011-05-31
"Mademoiselle chante le blues";"Patricia Kaas";1994;0;0;2011-05-31
"Mademoiselle fume";Jenifer;2012;0;0;2014-03-13
"Mademoiselle Ninette";"The Soulful Dynamics";1970;0;0;2012-01-31
"Madison Twist";"Sylvie Vartan";1962;0;0;2011-05-30
"Madison Twist";"Johnny Hallyday";1962;0;0;2011-09-03
"Mag het licht uit";"De Dijk";1987;0;0;2013-07-30
"Mag ik dansen";"Guus Meeuwis";2005;0;0;2014-05-09
"Mag ik van u een lift meneer";"Zangeres Zonder Naam";1967;0;0;2012-11-02
Magdalena;"Julie Piétri";1979;0;0;2011-11-09
"Maggie May";"Rod Stewart";1971;0;0;2011-05-31
Magic;B.o.B;2010;0;0;2011-05-31
Magic;"Olivia Newton-John";1980;0;0;2011-05-30
Magic;"Selena Gomez";2009;0;0;2011-05-31
Magic;"Robin Thicke";2008;0;0;2011-05-30
Magic;"Colbie Caillat";2007;0;0;2011-05-30
"Magic Bus";"The Who";1968;0;0;2011-11-20
"Magic Carpet Ride";"Mighty Dub Katz";1995;0;0;2012-01-04
"Magic Carpet Ride";Steppenwolf;1968;0;0;2011-05-31
"Magic In The Air";"Magic System";2014;0;0;2014-05-22
"Magic Man";Heart;1976;0;0;2012-01-04
"Magic Moments";"Perry Como";1958;0;0;2011-05-31
